date,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
2022-09-11,CUS24053949024,24,6840,USD,WEB PAGE,0.175
2022-09-11,CUS46660565824,24,7419,USD,WEB PAGE,0.255
2022-09-11,CUS39865935036,36,5962.79,USD,WEB PAGE,0.28
2022-09-11,CUS91322167036,36,8000,USD,WEB PAGE,0.255
2022-09-11,CUS87795371760,60,7500,USD,WEB PAGE,0.175
2022-09-11,CUS84718833660,60,32100,USD,WEB PAGE,0.105
2022-09-11,CUS69198432660,60,19700,USD,WEB PAGE,0.3
2022-09-11,CUS76653120712,12,3000,USD,WEB PAGE,0.35
2022-09-11,CUS51559668036,36,7400,USD,WEB PAGE,0.37
2022-09-11,CUS75850127024,24,5500,USD,WEB PAGE,0.395
2022-09-11,CUS15668332624,24,15000,USD,WEB PAGE,0.395
2022-09-11,CUS45900108936,36,10000,USD,WEB PAGE,0.365
2022-09-11,CUS36111153036,36,11400,USD,AGENCY,0.245
2022-09-11,CUS65202532660,60,13851.47,USD,WEB PAGE,0.235
2022-09-11,CUS81093468548,48,4600,USD,WEB PAGE,0.245
2022-09-11,CUS82000157624,24,13000,USD,WEB PAGE,0.225
2022-09-11,CUS67001262236,36,1000,USD,WEB PAGE,0.245
2022-09-11,CUS74258927512,12,6000,USD,WEB PAGE,0.28
2022-09-11,CUS40373191624,24,4415.1,USD,WEB PAGE,0.395
2022-09-11,CUS92516686312,12,1000,USD,WEB PAGE,0.35
2022-09-11,CUS79682560036,36,8449.31,USD,WEB PAGE,0.24
2022-09-11,CUS68763867824,24,3800,USD,WEB PAGE,0.245
2022-09-11,CUS39668244224,24,3800,USD,WEB PAGE,0.35
2022-09-11,CUS95855205324,24,5700,USD,WEB PAGE,0.235
2022-09-11,CUS45426263648,48,10000,USD,WEB PAGE,0.185
2022-09-11,CUS80136328548,48,6560,USD,WEB PAGE,0.109
2022-09-11,CUS22580697648,48,40000,USD,WEB PAGE,0.25
2022-09-11,CUS65299479660,60,16256,USD,WEB PAGE,0.125
2022-09-11,CUS75444892848,48,22000,USD,WEB PAGE,0.189
2022-09-11,CUS50318943224,24,9015,USD,AGENCY,0.179
2022-09-11,CUS80792993636,36,91800,USD,WEB PAGE,0.129
2022-09-11,CUS90979176024,24,34700,USD,AGENCY,0.199
2022-09-11,CUS58356694036,36,30000,USD,AGENCY,0.275
2022-09-11,CUS99745849236,36,18500,USD,WEB PAGE,0.165
2022-09-11,CUS29511303460,60,9600,USD,WEB PAGE,0.215
2022-09-11,CUS38312362436,36,9200,USD,WEB PAGE,0.275
2022-09-11,CUS17727076248,48,3800,USD,WEB PAGE,0.265
2022-09-11,CUS52288815912,12,2700,USD,WEB PAGE,0.185
2022-09-11,CUS56213479124,24,3637,USD,WEB PAGE,0.3
2022-09-11,CUS13558973624,24,10000,USD,WEB PAGE,0.395
2022-09-11,CUS49348949224,24,12000,USD,WEB PAGE,0.335
2022-09-11,CUS84386730160,60,20000,USD,WEB PAGE,0.105
2022-09-11,CUS97981559736,36,3000,USD,WEB PAGE,0.38
2022-09-11,CUS97672960036,36,11435,USD,WEB PAGE,0.225
2022-09-11,CUS38439972224,24,30000,USD,WEB PAGE,0.385
2022-09-11,CUS53729832948,48,17900,USD,WEB PAGE,0.215
2022-09-11,CUS21637362036,36,8000,USD,WEB PAGE,0.105
2022-09-11,CUS81699960724,24,3000,USD,WEB PAGE,0.105
2022-09-11,CUS76797751236,36,14900,USD,WEB PAGE,0.245
2022-09-11,CUS84074310136,36,15000,USD,WEB PAGE,0.245
2022-09-11,CUS97524268624,24,50000,USD,WEB PAGE,0.395
2022-09-11,CUS89630339812,12,3500,USD,WEB PAGE,0.28
2022-09-11,CUS85804182148,48,20960,USD,WEB PAGE,0.145
2022-09-11,CUS46892012648,48,12000,USD,WEB PAGE,0.169
2022-09-11,CUS93692364424,24,30000,USD,AGENCY,0.28
2022-09-11,CUS18992029548,48,27800,USD,WEB PAGE,0.145
2022-09-11,CUS15703040448,48,9990,USD,WEB PAGE,0.225
2022-09-11,CUS76368312248,48,17560,USD,WEB PAGE,0.169
2022-09-11,CUS73618800424,24,6000,USD,WEB PAGE,0.245
2022-09-11,CUS94539384160,60,21400,USD,WEB PAGE,0.215
2022-09-11,CUS58845856236,36,6000,USD,AGENCY,0.265
2022-09-11,CUS98276935124,24,3200,USD,WEB PAGE,0.285
2022-09-11,CUS52823025960,60,20000,USD,WEB PAGE,0.23
2022-09-11,CUS37898373460,60,24543.99,USD,WEB PAGE,0.13
2022-09-11,CUS98334995524,24,4000,USD,WEB PAGE,0.4
2022-09-11,CUS65972547912,12,3000,USD,AGENCY,0.395
2022-09-11,CUS85110073024,24,3999,USD,WEB PAGE,0.35
2022-09-11,CUS40425510736,36,2240,USD,WEB PAGE,0.315
2022-09-11,CUS94729722048,48,16442,USD,AGENCY,0.235
2022-09-11,CUS76285937560,60,21712,USD,WEB PAGE,0.175
2022-09-11,CUS65730325836,36,30000,USD,AGENCY,0.205
2022-09-11,CUS70011208648,48,18300,USD,WEB PAGE,0.135
2022-09-11,CUS65906181536,36,50000,USD,WEB PAGE,0.245
2022-09-11,CUS98560163148,48,10000,USD,WEB PAGE,0.179
2022-09-11,CUS35780018636,36,10000,USD,AGENCY,0.235
2022-09-11,CUS48980444036,36,50000,USD,WEB PAGE,0.125
2022-09-11,CUS30400405948,48,14000,USD,WEB PAGE,0.159
2022-09-11,CUS46003374436,36,15000,USD,AGENCY,0.225
2022-09-11,CUS54844521824,24,2000,USD,WEB PAGE,0.349
2022-09-11,CUS74840430724,24,5000,USD,WEB PAGE,0.275
2022-09-11,CUS90961434136,36,22665.59,USD,AGENCY,0.225
2022-09-11,CUS77044346036,36,58066.11,USD,CONTACT CENTER,0.155
2022-09-11,CUS19797995024,24,8000,USD,WEB PAGE,0.215
2022-09-11,CUS31013573248,48,9960,USD,WEB PAGE,0.215
2022-09-11,CUS41180624448,48,16130,USD,WEB PAGE,0.255
2022-09-11,CUS28751390960,60,11000,USD,WEB PAGE,0.105
2022-09-11,CUS78651026624,24,5000,USD,WEB PAGE,0.255
2022-09-11,CUS48296163960,60,25000,USD,WEB PAGE,0.185
2022-09-11,CUS85305802236,36,19000,USD,AGENCY,0.255
2022-09-11,CUS65476663336,36,19400,USD,WEB PAGE,0.235
2022-09-11,CUS27453392724,24,3000,USD,WEB PAGE,0.275
2022-09-11,CUS51440709536,36,15000,USD,WEB PAGE,0.235
2022-09-11,CUS92373501812,12,1700,USD,WEB PAGE,0.285
2022-09-11,CUS22870489860,60,12300,USD,WEB PAGE,0.22
2022-09-11,CUS92970406760,60,41800,USD,WEB PAGE,0.105
2022-09-11,CUS13546022548,48,9500,USD,WEB PAGE,0.105
2022-09-11,CUS19457119124,24,13700,USD,WEB PAGE,0.395
2022-09-11,CUS76297162024,24,5500,USD,WEB PAGE,0.375
2022-09-11,CUS78805306136,36,9200,USD,WEB PAGE,0.395
2022-09-11,CUS22461995236,36,7500,USD,WEB PAGE,0.105
2022-09-11,CUS68720880024,24,1000,USD,WEB PAGE,0.38
2022-09-11,CUS41633748524,24,40000,USD,WEB PAGE,0.39
2022-09-11,CUS85598422012,12,1500,USD,WEB PAGE,0.395
2022-09-11,CUS38247387960,60,11500,USD,WEB PAGE,0.235
2022-09-11,CUS36696295336,36,13000,USD,WEB PAGE,0.245
2022-09-11,CUS51350123936,36,24600,USD,WEB PAGE,0.205
2022-09-11,CUS68902813824,24,17990,USD,WEB PAGE,0.35
2022-09-11,CUS30672187912,12,11400,USD,WEB PAGE,0.36
2022-09-11,CUS59897043724,24,5000,USD,WEB PAGE,0.265
2022-09-11,CUS97101348448,48,21000,USD,WEB PAGE,0.195
2022-09-11,CUS84039240548,48,9441.29,USD,WEB PAGE,0.229
2022-09-11,CUS17904875436,36,1099,USD,WEB PAGE,0.349
2022-09-11,CUS32695719124,24,40000,USD,WEB PAGE,0.145
2022-09-11,CUS35108745936,36,14050,USD,WEB PAGE,0.185
2022-09-11,CUS19085782924,24,17900,USD,WEB PAGE,0.185
2022-09-11,CUS24404237236,36,10507,USD,WEB PAGE,0.205
2022-09-11,CUS54102575848,48,7000,USD,AGENCY,0.199
2022-09-11,CUS34957599812,12,1200,USD,WEB PAGE,0.275
2022-09-11,CUS30091342124,24,19600,USD,WEB PAGE,0.245
2022-09-11,CUS49040733136,36,11600,USD,WEB PAGE,0.245
2022-09-11,CUS67280146648,48,20000,USD,WEB PAGE,0.235
2022-09-11,CUS12923677436,36,10000,USD,WEB PAGE,0.175
2022-09-11,CUS89222041136,36,35000,USD,WEB PAGE,0.235
2022-09-11,CUS55920706112,12,10000,USD,WEB PAGE,0.3
2022-09-11,CUS12720116636,36,9200,USD,WEB PAGE,0.37
2022-09-11,CUS32056239624,24,5000,USD,WEB PAGE,0.39
2022-09-11,CUS42209771348,48,10000,USD,WEB PAGE,0.335
2022-09-11,CUS69037811836,36,5200,USD,WEB PAGE,0.38
2022-09-11,CUS87706563124,24,5000,USD,WEB PAGE,0.395
2022-09-11,CUS58276532624,24,3000,USD,AGENCY,0.35
2022-09-11,CUS96405800736,36,5957.34,USD,WEB PAGE,0.395
2022-09-11,CUS41651642824,24,2700,USD,WEB PAGE,0.39
2022-09-11,CUS53276225036,36,9200,USD,WEB PAGE,0.275
2022-09-11,CUS24003391560,60,15489.25,USD,WEB PAGE,0.105
2022-09-11,CUS80161573412,12,4000,USD,WEB PAGE,0.305
2022-09-11,CUS24638828224,24,2861,USD,WEB PAGE,0.28
2022-09-11,CUS53454370536,36,8740,USD,WEB PAGE,0.315
2022-09-11,CUS56120994024,24,7000,USD,WEB PAGE,0.315
2022-09-11,CUS96351071324,24,3000,USD,WEB PAGE,0.27
2022-09-11,CUS29933985524,24,1000,USD,WEB PAGE,0.179
2022-09-11,CUS73282905448,48,12200,USD,WEB PAGE,0.205
2022-09-11,CUS14273974448,48,70000,USD,AGENCY,0.139
2022-09-11,CUS50028977548,48,29900,USD,WEB PAGE,0.179
2022-09-11,CUS62570316748,48,11100,USD,AGENCY,0.145
2022-09-11,CUS87159342624,24,10800,USD,AGENCY,0.209
2022-09-11,CUS95120829060,60,2000,USD,WEB PAGE,0.179
2022-09-11,CUS63672936760,60,9300,USD,WEB PAGE,0.169
2022-09-11,CUS25852548324,24,3000,USD,WEB PAGE,0.309
2022-09-11,CUS65924280112,12,5000,USD,WEB PAGE,0.145
2022-09-11,CUS14735967836,36,10000,USD,WEB PAGE,0.159
2022-09-11,CUS88279072560,60,24700,USD,WEB PAGE,0.105
2022-09-11,CUS36942240236,36,15000,USD,WEB PAGE,0.235
2022-09-11,CUS52391160736,36,50000,USD,AGENCY,0.195
2022-09-11,CUS99396644736,36,10000,USD,WEB PAGE,0.23
2022-09-11,CUS79277313012,12,1100,USD,WEB PAGE,0.215
2022-09-11,CUS48300815948,48,8200,USD,WEB PAGE,0.255
2022-09-11,CUS61569713148,48,24000,USD,AGENCY,0.23
2022-09-11,CUS31973310848,48,5600,USD,WEB PAGE,0.285
2022-09-11,CUS23463306824,24,5000,USD,WEB PAGE,0.215
2022-09-11,CUS60941851136,36,10194.6,USD,WEB PAGE,0.23
2022-09-11,CUS22627483636,36,3000,USD,WEB PAGE,0.295
2022-09-11,CUS76422178160,60,32000,USD,AGENCY,0.195
2022-09-11,CUS67448526912,12,1500,USD,WEB PAGE,0.235
2022-09-11,CUS20966744960,60,30000,USD,WEB PAGE,0.25
2022-09-11,CUS58460185112,12,1200,USD,WEB PAGE,0.275
2022-09-11,CUS19512393248,48,10000,USD,WEB PAGE,0.305
2022-09-11,CUS11592910448,48,9399.19,USD,AGENCY,0.29
2022-09-11,CUS59331716912,12,2000,USD,WEB PAGE,0.395
2022-09-11,CUS18141447536,36,35140,USD,WEB PAGE,0.105
2022-09-11,CUS86796674624,24,14000,USD,WEB PAGE,0.395
2022-09-11,CUS17135344124,24,1255,USD,WEB PAGE,0.105
2022-09-11,CUS78053483124,24,2000,USD,WEB PAGE,0.34
2022-09-11,CUS79746206624,24,3870,USD,WEB PAGE,0.315
2022-09-11,CUS77409859660,60,12800,USD,WEB PAGE,0.105
2022-09-11,CUS98002784936,36,26800,USD,WEB PAGE,0.245
2022-09-11,CUS17172246624,24,5500,USD,WEB PAGE,0.225
2022-09-11,CUS37051327612,12,3000,USD,WEB PAGE,0.175
2022-09-11,CUS77787439136,36,7000,USD,WEB PAGE,0.219
2022-09-11,CUS51170370448,48,36900,USD,AGENCY,0.205
2022-09-11,CUS43573604836,36,15100,USD,WEB PAGE,0.21
2022-09-11,CUS69680548024,24,5000,USD,WEB PAGE,0.219
2022-09-11,CUS32816587624,24,10105,USD,WEB PAGE,0.22
2022-09-11,CUS17933395836,36,6000,USD,AGENCY,0.155
2022-09-11,CUS34994449636,36,13800,USD,WEB PAGE,0.175
2022-09-11,CUS63344448148,48,7000,USD,WEB PAGE,0.255
2022-09-11,CUS75102082348,48,9843,USD,WEB PAGE,0.215
2022-09-11,CUS69456849248,48,12500,USD,AGENCY,0.179
2022-09-11,CUS50662966636,36,16063.82,USD,WEB PAGE,0.189
2022-09-11,CUS95497842224,24,13252,USD,WEB PAGE,0.25
2022-09-11,CUS99251722424,24,2000,USD,WEB PAGE,0.255
2022-09-11,CUS86606478448,48,10000,USD,WEB PAGE,0.205
2022-09-11,CUS81082446848,48,10000,USD,AGENCY,0.205
2022-09-11,CUS22440333248,48,8500,USD,WEB PAGE,0.105
2022-09-11,CUS61127781136,36,74600,USD,WEB PAGE,0.235
2022-09-11,CUS73216342748,48,7688,USD,WEB PAGE,0.35
2022-09-11,CUS99699008436,36,1340,USD,WEB PAGE,0.37
2022-09-11,CUS86908978860,60,28700,USD,WEB PAGE,0.105
2022-09-11,CUS90681684948,48,22970,USD,WEB PAGE,0.22
2022-09-11,CUS54505161012,12,3000,USD,WEB PAGE,0.245
2022-09-11,CUS90009253360,60,12000,USD,WEB PAGE,0.209
2022-09-11,CUS38381054924,24,3000,USD,WEB PAGE,0.25
2022-09-11,CUS62649951948,48,50600,USD,WEB PAGE,0.145
2022-09-11,CUS89266726360,60,30200,USD,WEB PAGE,0.139
2022-09-11,CUS92060011236,36,8300,USD,WEB PAGE,0.165
2022-09-11,CUS53235658248,48,6000,USD,WEB PAGE,0.175
2022-09-11,CUS52670880024,24,5000,USD,WEB PAGE,0.345
2022-09-11,CUS59473765224,24,3000,USD,WEB PAGE,0.235
2022-09-11,CUS75260533436,36,2000,USD,WEB PAGE,0.179
2022-09-11,CUS30429803660,60,14500,USD,WEB PAGE,0.255
2022-09-11,CUS88029765448,48,11500,USD,AGENCY,0.215
2022-09-11,CUS43578124112,12,1500,USD,WEB PAGE,0.235
2022-09-11,CUS76714509660,60,7800,USD,WEB PAGE,0.195
2022-09-11,CUS81932326836,36,5500,USD,WEB PAGE,0.245
2022-09-11,CUS65525141936,36,28800,USD,AGENCY,0.255
2022-09-11,CUS46858603824,24,2900,USD,WEB PAGE,0.315
2022-09-11,CUS55568656536,36,29000,USD,WEB PAGE,0.25
2022-09-11,CUS74430188036,36,40000,USD,WEB PAGE,0.175
2022-09-11,CUS51178581748,48,4500,USD,WEB PAGE,0.235
2022-09-11,CUS28343817536,36,11400,USD,WEB PAGE,0.235
2022-09-11,CUS56164984424,24,1000,USD,WEB PAGE,0.235
2022-09-11,CUS76958007524,24,3000,USD,WEB PAGE,0.265
2022-09-11,CUS30191435148,48,4900,USD,WEB PAGE,0.225
2022-09-11,CUS36997929660,60,12300,USD,WEB PAGE,0.305
2022-09-11,CUS49012439048,48,8200,USD,WEB PAGE,0.25
2022-09-11,CUS56087657924,24,2000,USD,WEB PAGE,0.28
2022-09-11,CUS62495260824,24,1000,USD,WEB PAGE,0.375
2022-09-11,CUS11275917036,36,11400,USD,WEB PAGE,0.395
2022-09-11,CUS47230784624,24,8000,USD,WEB PAGE,0.36
2022-09-11,CUS30722341848,48,8000,USD,WEB PAGE,0.395
2022-09-11,CUS83528829024,24,5900,USD,AGENCY,0.375
2022-09-11,CUS57610542324,24,5000,USD,WEB PAGE,0.245
2022-09-11,CUS24569659324,24,3000,USD,AGENCY,0.27
2022-09-11,CUS45082239624,24,10000,USD,AGENCY,0.35
2022-09-11,CUS90628274448,48,8500,USD,WEB PAGE,0.105
2022-09-11,CUS15158031624,24,5000,USD,WEB PAGE,0.225
2022-09-11,CUS95598544124,24,15000,USD,WEB PAGE,0.395
2022-09-11,CUS69880707124,24,10000,USD,WEB PAGE,0.37
2022-09-11,CUS86025085848,48,20000,USD,WEB PAGE,0.23
2022-09-11,CUS82108233448,48,57564,USD,WEB PAGE,0.149
2022-09-11,CUS50613833148,48,7550,USD,WEB PAGE,0.24
2022-09-11,CUS40408927236,36,18300,USD,WEB PAGE,0.199
2022-09-11,CUS60948512736,36,20500,USD,AGENCY,0.175
2022-09-11,CUS20902004748,48,28000,USD,WEB PAGE,0.175
2022-09-11,CUS26243814148,48,4400,USD,WEB PAGE,0.279
2022-09-11,CUS34873676924,24,7500,USD,WEB PAGE,0.159
2022-09-11,CUS24585006036,36,2280,USD,WEB PAGE,0.349
2022-09-11,CUS71081524248,48,12000,USD,WEB PAGE,0.135
2022-09-11,CUS75123366360,60,34400,USD,WEB PAGE,0.145
2022-09-11,CUS25121158536,36,20000,USD,WEB PAGE,0.23
2022-09-11,CUS96788966648,48,10000,USD,AGENCY,0.195
2022-09-11,CUS16132602624,24,1000,USD,WEB PAGE,0.255
2022-09-11,CUS64721355048,48,30000,USD,WEB PAGE,0.165
2022-09-11,CUS37908821136,36,4800,USD,WEB PAGE,0.315
2022-09-11,CUS37447268748,48,5000,USD,WEB PAGE,0.185
2022-09-11,CUS69738396124,24,28000,USD,WEB PAGE,0.275
2022-09-11,CUS91057999448,48,8731.48,USD,WEB PAGE,0.28
2022-09-11,CUS43098682824,24,3000,USD,WEB PAGE,0.205
2022-09-11,CUS89525587024,24,13100,USD,WEB PAGE,0.395
2022-09-11,CUS99942492236,36,4900,USD,AGENCY,0.34
2022-09-11,CUS76860253448,48,4814,USD,WEB PAGE,0.33
2022-09-11,CUS30777249736,36,10027.54,USD,WEB PAGE,0.395
2022-09-11,CUS27203183512,12,6000,USD,WEB PAGE,0.24
2022-09-11,CUS42252852136,36,10000,USD,WEB PAGE,0.24
2022-09-11,CUS80445909736,36,7300,USD,WEB PAGE,0.285
2022-09-11,CUS44555636124,24,7000,USD,AGENCY,0.225
2022-09-11,CUS28585360624,24,7000,USD,WEB PAGE,0.235
2022-09-11,CUS71628975636,36,30000,USD,WEB PAGE,0.225
2022-09-11,CUS82587574036,36,6699,USD,WEB PAGE,0.24
2022-09-11,CUS30536971436,36,40000,USD,WEB PAGE,0.16
2022-09-11,CUS34478723436,36,30000,USD,AGENCY,0.37
2022-09-11,CUS85163628424,24,1000,USD,WEB PAGE,0.21
2022-09-11,CUS82678870960,60,14300,USD,WEB PAGE,0.209
2022-09-11,CUS71000409648,48,1500,USD,WEB PAGE,0.179
2022-09-11,CUS62788775636,36,3400,USD,WEB PAGE,0.105
2022-09-11,CUS63643311636,36,9000,USD,WEB PAGE,0.235
2022-09-11,CUS15785106612,12,6000,USD,AGENCY,0.179
2022-09-11,CUS30411835760,60,16400,USD,WEB PAGE,0.155
2022-09-11,CUS98688043860,60,63000,USD,CONTACT CENTER,0.149
2022-09-11,CUS94625717648,48,35000,USD,WEB PAGE,0.185
2022-09-11,CUS23538359260,60,15015,USD,WEB PAGE,0.175
2022-09-11,CUS77221709436,36,10000,USD,WEB PAGE,0.179
2022-09-11,CUS92427162548,48,21000,USD,WEB PAGE,0.155
2022-09-11,CUS40808760012,12,9000,USD,WEB PAGE,0.215
2022-09-11,CUS66702839424,24,4500,USD,WEB PAGE,0.195
2022-09-11,CUS84289547236,36,4200,USD,WEB PAGE,0.27
2022-09-11,CUS31808173536,36,3400,USD,WEB PAGE,0.315
2022-09-11,CUS69559197260,60,12200,USD,WEB PAGE,0.18
2022-09-11,CUS53352131112,12,3000,USD,WEB PAGE,0.185
2022-09-11,CUS80109505636,36,11530,USD,WEB PAGE,0.27
2022-09-11,CUS90162445424,24,2600,USD,WEB PAGE,0.3
2022-09-11,CUS99673047560,60,14000,USD,WEB PAGE,0.295
2022-09-11,CUS26034016348,48,5000,USD,WEB PAGE,0.24
2022-09-11,CUS30805444224,24,7500,USD,WEB PAGE,0.345
2022-09-11,CUS15527360536,36,10000,USD,WEB PAGE,0.35
2022-09-11,CUS33543185724,24,5300,USD,WEB PAGE,0.355
2022-09-11,CUS85678196536,36,4000,USD,WEB PAGE,0.39
2022-09-11,CUS93356418336,36,4069,USD,WEB PAGE,0.395
2022-09-11,CUS34695500112,12,1000,USD,WEB PAGE,0.385
2022-09-11,CUS55982790736,36,60000,USD,AGENCY,0.225
2022-09-11,CUS12999358036,36,7000,USD,WEB PAGE,0.265
2022-09-11,CUS97973638348,48,20800,USD,WEB PAGE,0.089
2022-09-11,CUS94600383624,24,3000,USD,WEB PAGE,0.275
2022-09-11,CUS19914162636,36,50000,USD,AGENCY,0.225
2022-09-11,CUS95953919436,36,7000,USD,WEB PAGE,0.219
2022-09-11,CUS18460071436,36,6000,USD,WEB PAGE,0.229
2022-09-11,CUS88513927660,60,14406.58,USD,WEB PAGE,0.21
2022-09-11,CUS18401220836,36,25000,USD,AGENCY,0.199
2022-09-11,CUS19407536424,24,3000,USD,WEB PAGE,0.155
2022-09-11,CUS76764012160,60,15000,USD,WEB PAGE,0.169
2022-09-11,CUS67541769624,24,18000,USD,AGENCY,0.175
2022-09-11,CUS91685315624,24,8000,USD,WEB PAGE,0.185
2022-09-11,CUS61281315648,48,6000,USD,WEB PAGE,0.22
2022-09-11,CUS66023612136,36,8000,USD,AGENCY,0.35
2022-09-11,CUS94554894548,48,10000,USD,AGENCY,0.23
2022-09-11,CUS62166938060,60,8000,USD,WEB PAGE,0.205
2022-09-11,CUS52193034812,12,6000,USD,WEB PAGE,0.235
2022-09-11,CUS53243933660,60,10000,USD,WEB PAGE,0.105
2022-09-11,CUS79053624036,36,2700,USD,WEB PAGE,0.34
2022-09-11,CUS60600473224,24,30000,USD,AGENCY,0.39
2022-09-11,CUS70006111912,12,2000,USD,WEB PAGE,0.395
2022-09-11,CUS59075687336,36,1800,USD,WEB PAGE,0.315
2022-09-11,CUS13958736124,24,102900,USD,WEB PAGE,0.225
2022-09-11,CUS14643458436,36,9000,USD,WEB PAGE,0.105
2022-09-11,CUS79237144924,24,10000,USD,WEB PAGE,0.35
2022-09-11,CUS58048371324,24,34000,USD,AGENCY,0.225
2022-09-11,CUS93662302648,48,25500,USD,WEB PAGE,0.24
2022-09-11,CUS23176636260,60,35000,USD,WEB PAGE,0.205
2022-09-11,CUS48200835136,36,32800,USD,AGENCY,0.225
2022-09-11,CUS27424195448,48,30000,USD,WEB PAGE,0.159
2022-09-11,CUS22166743648,48,10000,USD,WEB PAGE,0.159
2022-09-11,CUS53067636560,60,60000,USD,WEB PAGE,0.22
2022-09-11,CUS34417467312,12,5000,USD,WEB PAGE,0.24
2022-09-11,CUS19224045812,12,5300,USD,WEB PAGE,0.229
2022-09-11,CUS11982133824,24,11800,USD,WEB PAGE,0.159
2022-09-11,CUS45784022136,36,3000,USD,AGENCY,0.22
2022-09-11,CUS51986526312,12,7000,USD,AGENCY,0.27
2022-09-11,CUS59736566160,60,58947.99,USD,WEB PAGE,0.215
2022-09-11,CUS37129468224,24,10000,USD,WEB PAGE,0.19
2022-09-11,CUS65660946648,48,6000,USD,WEB PAGE,0.23
2022-09-11,CUS51750603124,24,31400,USD,AGENCY,0.225
2022-09-11,CUS74468644736,36,24283.37,USD,WEB PAGE,0.265
2022-09-11,CUS50910006736,36,6000,USD,WEB PAGE,0.255
2022-09-11,CUS46231153712,12,10000,USD,AGENCY,0.235
2022-09-11,CUS65505977760,60,70000,USD,AGENCY,0.175
2022-09-11,CUS22403998536,36,10000,USD,WEB PAGE,0.37
2022-09-11,CUS43405778812,12,1000,USD,WEB PAGE,0.385
2022-09-11,CUS84784237124,24,10000,USD,AGENCY,0.36
2022-09-11,CUS52765444024,24,3000,USD,WEB PAGE,0.39
2022-09-11,CUS74264120136,36,10000,USD,WEB PAGE,0.375
2022-09-11,CUS11699388336,36,10000,USD,WEB PAGE,0.28
2022-09-11,CUS33748573948,48,45000,USD,WEB PAGE,0.235
2022-09-11,CUS75254994636,36,15230,USD,WEB PAGE,0.315
2022-09-11,CUS91869265348,48,26820,USD,WEB PAGE,0.24
2022-09-11,CUS25311950536,36,8500,USD,WEB PAGE,0.265
2022-09-11,CUS98079747724,24,8000,USD,WEB PAGE,0.22
2022-09-11,CUS68800763436,36,15600,USD,WEB PAGE,0.169
2022-09-11,CUS74702389260,60,17000,USD,WEB PAGE,0.145
2022-09-11,CUS39042109624,24,7518,USD,WEB PAGE,0.155
2022-09-11,CUS35141673648,48,65000,USD,WEB PAGE,0.125
2022-09-11,CUS85078865660,60,20300,USD,WEB PAGE,0.215
2022-09-11,CUS94809983124,24,8300,USD,WEB PAGE,0.229
2022-09-11,CUS41532902124,24,2000,USD,WEB PAGE,0.205
2022-09-11,CUS45029034948,48,5000,USD,WEB PAGE,0.235
2022-09-11,CUS38690511260,60,35000,USD,AGENCY,0.145
2022-09-11,CUS45028554560,60,35000,USD,WEB PAGE,0.145
2022-09-11,CUS60103469436,36,15000,USD,WEB PAGE,0.245
2022-09-11,CUS51514835024,24,1000,USD,WEB PAGE,0.245
2022-09-11,CUS35387226360,60,14276,USD,WEB PAGE,0.195
2022-09-11,CUS11482674936,36,16000,USD,WEB PAGE,0.245
2022-09-11,CUS69303164248,48,16000,USD,WEB PAGE,0.185
2022-09-11,CUS42026057536,36,4700,USD,WEB PAGE,0.375
2022-09-11,CUS72244583724,24,10000,USD,AGENCY,0.385
2022-09-11,CUS88374182148,48,35900,USD,WEB PAGE,0.4
2022-09-11,CUS49102336324,24,8000,USD,AGENCY,0.105
2022-09-11,CUS43527100436,36,6500,USD,WEB PAGE,0.27
2022-09-11,CUS77269341336,36,8900,USD,WEB PAGE,0.39
2022-09-11,CUS32342194024,24,3000,USD,WEB PAGE,0.355
2022-09-11,CUS53973844836,36,22407.06,USD,WEB PAGE,0.35
2022-09-11,CUS71267927236,36,4979,USD,WEB PAGE,0.375
2022-09-11,CUS88853846824,24,6300,USD,WEB PAGE,0.38
2022-09-11,CUS44687039224,24,7639.21,USD,AGENCY,0.315
2022-09-11,CUS51638802648,48,20000,USD,WEB PAGE,0.35
2022-09-11,CUS93423764212,12,5500,USD,WEB PAGE,0.395
2022-09-11,CUS32256109512,12,2500,USD,WEB PAGE,0.24
2022-09-11,CUS38515208848,48,18000,USD,WEB PAGE,0.215
2022-09-11,CUS87393721248,48,12370,USD,WEB PAGE,0.179
2022-09-11,CUS47313558648,48,4350,USD,WEB PAGE,0.245
2022-09-11,CUS90240453260,60,7600,USD,WEB PAGE,0.235
2022-09-11,CUS37762974048,48,40000,USD,AGENCY,0.185
2022-09-11,CUS74119290336,36,101126,USD,WEB PAGE,0.109
2022-09-11,CUS70013931936,36,7000,USD,WEB PAGE,0.179
2022-09-11,CUS25830906324,24,6242.43,USD,WEB PAGE,0.27
2022-09-11,CUS45507710324,24,5500,USD,WEB PAGE,0.139
2022-09-11,CUS89346194448,48,3700,USD,WEB PAGE,0.129
2022-09-11,CUS54736744036,36,20000,USD,WEB PAGE,0.215
2022-09-11,CUS61310885212,12,5000,USD,WEB PAGE,0.245
2022-09-11,CUS84787103524,24,4000,USD,WEB PAGE,0.285
2022-09-11,CUS23396009836,36,28700,USD,WEB PAGE,0.235
2022-09-11,CUS45937502612,12,3500,USD,WEB PAGE,0.195
2022-09-11,CUS72857311912,12,1800,USD,WEB PAGE,0.175
